,Vehicle_Application_Status,Application ID,Application Status,Property Type,Property Sub Type,OnSite Sanitation Type,Door Number,Street Name,City,Pincode,Locality,District,State,Slum Name,Application Source,Desludging Entity,Longitude,Latitude,Geo Location Provided,Desludging Vehicle Number,Vehicle Type,Vehicle Capacity,Waste Collected,Waste Dumped,Vehicle In DateTime,Vehicle  Out DateTime,Fstp Plant Name,Payment Amount,Payment Status,Payment Source,Payment Instrument Type,Application Submitted Time,Pending payment Submitted Time,Assigned DSO Submitted Time,DSO Rejected Submitted Time,DSO Inprogress Submitted Time,Pending DSO Approval Submitted Time,Rejected Date Time,Cancelled Date Time,Citizen feedback Submitted Date Time,Application Completed Time,Rating,Scheduled Time,Waiting for disposalTime,Disposed Time,SLA Planned (In Days),SLA achieved
169,Disposed,FSM-BLS-2022-02-15-000432,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,15/02/2022 17:40:00,15/02/2022 17:54:00,,0,N/a,Counter,N/A,15/02/2022 20:02:35,15/02/2022 20:02:35,15/02/2022 20:03:22,N/A,15/02/2022 20:03:59,15/02/2022 20:03:50,N/A,N/A,15/02/2022 20:04:36,,,,,,2,N/A
170,Disposed,FSM-BLS-2022-02-15-000427,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,15/02/2022 18:39:00,15/02/2022 18:51:00,,0,N/a,Counter,N/A,15/02/2022 19:43:09,15/02/2022 19:43:08,15/02/2022 19:43:24,N/A,15/02/2022 19:49:13,15/02/2022 19:49:07,N/A,N/A,15/02/2022 20:12:38,,,,,,2,N/A
171,Disposed,FSM-BLS-2022-02-18-000436,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,18/02/2022 16:51:00,18/02/2022 17:20:00,,0,N/a,Counter,N/A,18/02/2022 18:48:46,18/02/2022 18:48:46,18/02/2022 18:49:06,N/A,18/02/2022 19:00:01,18/02/2022 18:59:55,N/A,N/A,18/02/2022 19:00:08,,,,,,2,N/A
172,Disposed,FSM-BLS-2022-02-18-000435,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,756001,Angargadia(P),Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,18/02/2022 16:35:00,18/02/2022 17:03:00,,0,N/a,Counter,N/A,18/02/2022 18:45:56,18/02/2022 18:44:57,18/02/2022 18:45:15,N/A,18/02/2022 18:59:37,18/02/2022 18:59:30,N/A,N/A,18/02/2022 18:59:43,,,,,,2,N/A
173,Disposed,FSM-BLS-2022-02-18-000439,Completed Request,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,19/02/2022 16:01:00,19/02/2022 16:20:00,,0,N/a,Counter,N/A,18/02/2022 19:49:31,18/02/2022 19:49:28,18/02/2022 19:49:49,N/A,18/02/2022 19:50:34,18/02/2022 19:50:25,N/A,N/A,18/02/2022 19:50:39,20/02/2022 11:22:16,0,,,,2,1.0
174,Disposed,FSM-BLS-2022-02-18-000437,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Angargadia(P),Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,19/02/2022 19:23:00,19/02/2022 19:30:00,,0,N/a,Counter,N/A,18/02/2022 18:50:09,18/02/2022 18:50:09,18/02/2022 18:50:22,N/A,18/02/2022 19:00:37,18/02/2022 19:00:27,N/A,N/A,18/02/2022 19:48:00,,,,,,2,N/A
175,Disposed,FSM-BLS-2022-02-19-000444,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,19/02/2022 18:37:00,19/02/2022 18:51:00,,0,N/a,Counter,N/A,19/02/2022 20:18:20,19/02/2022 20:17:47,19/02/2022 20:18:07,N/A,19/02/2022 20:21:11,19/02/2022 20:21:05,N/A,N/A,19/02/2022 20:21:15,,,,,,2,N/A
176,Disposed,FSM-BLS-2022-02-19-000445,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,19/02/2022 19:10:00,19/02/2022 19:28:00,,0,N/a,Counter,N/A,19/02/2022 20:20:04,19/02/2022 20:20:04,19/02/2022 20:20:24,N/A,19/02/2022 20:20:47,19/02/2022 20:20:41,N/A,N/A,19/02/2022 20:20:51,,,,,,2,N/A
177,Disposed,FSM-BLS-2022-02-21-000449,Completed Request,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,22/02/2022 23:06:00,22/02/2022 23:20:00,,0,N/a,Counter,N/A,21/02/2022 21:24:59,21/02/2022 21:24:17,21/02/2022 21:24:33,N/A,21/02/2022 21:41:09,21/02/2022 21:41:04,N/A,N/A,22/02/2022 18:05:24,22/02/2022 22:41:32,0,,,,2,1.0
178,Disposed,FSM-BLS-2022-03-07-000527,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,07/03/2022 15:42:00,07/03/2022 16:06:00,,0,N/a,Counter,N/A,07/03/2022 20:51:26,07/03/2022 20:51:26,07/03/2022 20:51:54,N/A,07/03/2022 20:52:51,07/03/2022 20:52:28,N/A,N/A,07/03/2022 20:53:01,,,,,,2,N/A
179,Disposed,FSM-BLS-2022-02-26-000490,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Gopalgaon,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,26/02/2022 16:47:00,26/02/2022 17:10:00,,0,N/a,Counter,N/A,26/02/2022 16:21:55,26/02/2022 16:21:32,26/02/2022 16:21:48,N/A,26/02/2022 16:30:00,26/02/2022 16:29:56,N/A,N/A,26/02/2022 16:43:20,,,,,,2,N/A
180,Disposed,FSM-DKN-2022-02-24-000483,Citizen feedback pending,Residential,Independent house,Septic tank with soak pit,N/A,Derasingh,Dhenkanal,759001,Other,Dhenkanal,Punjab,,Telephone,Dharitri ALF,,,No,OD-06-0000,Bolero Pickup,1000,1000,1000,03/03/2022 14:00:00,03/03/2022 15:00:00,,0,N/a,Counter,N/A,24/02/2022 16:22:31,24/02/2022 16:22:11,24/02/2022 16:22:47,N/A,24/02/2022 22:30:59,24/02/2022 16:23:15,N/A,N/A,24/02/2022 22:31:06,,,,,,2,N/A
181,Disposed,FSM-TST-2022-02-25-000488,Citizen feedback pending,Commercial,Resort,Conventional Spectic tank,N/A,N/A,testing,,Sharif Pura,testing,Punjab,,Online,Testing DSO,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,07/03/2022 21:40:00,07/03/2022 22:40:00,,0,N/a,Counter,N/A,25/02/2022 21:59:34,25/02/2022 22:09:02,25/02/2022 22:10:00,N/A,25/02/2022 22:15:59,25/02/2022 22:12:55,N/A,N/A,25/02/2022 22:17:02,,,,,,2,N/A
182,Disposed,FSM-DKN-2022-03-03-000503,Citizen feedback pending,Residential,Independent house,Septic tank with soak pit,Station Bazar,SIMILIA,Dhenkanal,759001,Dhenkanal Town,Dhenkanal,Punjab,,Telephone,Dharitri ALF,,,No,OD-06-D-8588,,3000,3000,3000,03/03/2022 17:12:00,03/03/2022 17:55:00,,0,N/a,Counter,N/A,03/03/2022 18:04:06,03/03/2022 18:04:06,03/03/2022 18:04:30,N/A,03/03/2022 18:11:13,03/03/2022 18:05:05,N/A,N/A,03/03/2022 18:11:26,,,,,,2,N/A
183,Disposed,FSM-BLS-2022-02-26-000496,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Sahadevkhunta(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,07/03/2022 14:56:00,07/03/2022 15:05:00,,0,N/a,Counter,N/A,26/02/2022 16:45:53,26/02/2022 16:45:57,26/02/2022 16:46:18,N/A,26/02/2022 16:46:39,26/02/2022 16:46:32,N/A,N/A,04/03/2022 16:06:31,,,,,,2,N/A
184,Disposed,FSM-BLS-2022-03-05-000523,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,08/03/2022 20:40:00,08/03/2022 21:06:00,,0,N/a,Counter,N/A,05/03/2022 21:28:24,05/03/2022 21:28:23,05/03/2022 21:28:47,N/A,07/03/2022 16:04:25,07/03/2022 16:04:00,N/A,N/A,08/03/2022 21:02:04,,,,,,2,N/A
185,Disposed,FSM-BLS-2022-03-05-000526,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,07/03/2022 17:20:00,07/03/2022 18:03:00,,0,N/a,Counter,N/A,05/03/2022 21:33:23,05/03/2022 21:33:23,05/03/2022 21:34:08,N/A,07/03/2022 16:16:54,07/03/2022 16:01:59,N/A,N/A,07/03/2022 16:17:21,,,,,,2,N/A
186,Disposed,FSM-BLS-2022-03-05-000517,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,07/03/2022 17:35:00,07/03/2022 18:03:00,,0,N/a,Counter,N/A,05/03/2022 21:15:50,05/03/2022 21:15:50,05/03/2022 21:16:28,N/A,07/03/2022 16:28:20,07/03/2022 16:28:14,N/A,N/A,07/03/2022 16:28:32,,,,,,2,N/A
187,Disposed,FSM-BLS-2022-03-05-000519,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,07/03/2022 17:36:00,07/03/2022 17:55:00,,0,N/a,Counter,N/A,05/03/2022 21:20:11,05/03/2022 21:20:08,05/03/2022 21:20:52,N/A,07/03/2022 16:06:33,07/03/2022 16:06:28,N/A,N/A,07/03/2022 18:14:05,,,,,,2,N/A
188,Disposed,FSM-TST-2022-03-09-000536,Citizen feedback pending,Residential,Independent house,N/A,N/A,ddd,testing,,Main Road Abadpura,testing,Punjab,,Telephone,Testing DSO,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/03/2022 21:59:00,09/03/2022 22:00:00,,0,N/a,Counter,N/A,09/03/2022 16:54:09,09/03/2022 16:54:09,09/03/2022 16:54:12,N/A,09/03/2022 16:54:55,09/03/2022 16:54:30,N/A,N/A,09/03/2022 16:57:14,,,,,,2,N/A
189,Disposed,FSM-TST-2022-03-09-000531,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,near ramamurthy nagar sig,testing,560043,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,Testing DSO,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/03/2022 15:20:00,09/03/2022 15:26:00,,0,N/a,Counter,N/A,09/03/2022 15:23:54,09/03/2022 15:23:54,09/03/2022 15:24:09,N/A,09/03/2022 15:24:41,09/03/2022 15:24:29,N/A,N/A,09/03/2022 15:24:50,,,,,,2,N/A
190,Disposed,FSM-TST-2022-03-08-000530,DSO Inprogress,Residential,Independent house,N/A,N/A,ddd,testing,,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,Testing DSO,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,08/03/2022 07:32:00,09/03/2022 03:33:00,,0,N/a,Counter,N/A,09/03/2022 03:28:24,09/03/2022 03:28:24,09/03/2022 03:28:30,N/A,09/03/2022 03:29:31,09/03/2022 03:28:58,N/A,N/A,N/A,,,,,,2,N/A
191,Disposed,FSM-TST-2022-03-09-000532,DSO Inprogress,Residential,Independent house,N/A,N/A,ddd,testing,,Main Road Abadpura,testing,Punjab,,Telephone,Testing DSO,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/03/2022 07:32:00,09/03/2022 15:46:00,,0,N/a,Counter,N/A,09/03/2022 15:40:42,09/03/2022 15:40:39,09/03/2022 15:40:46,N/A,09/03/2022 15:41:31,09/03/2022 15:41:19,N/A,N/A,N/A,,,,,,2,N/A
192,Disposed,FSM-TST-2022-03-09-000533,DSO Inprogress,Residential,Independent house,N/A,N/A,ddd,testing,,Main Road Abadpura,testing,Punjab,,Telephone,Testing DSO,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/03/2022 07:32:00,09/03/2022 16:10:00,,0,N/a,Counter,N/A,09/03/2022 16:04:39,09/03/2022 16:04:39,09/03/2022 16:04:43,N/A,09/03/2022 16:05:30,09/03/2022 16:05:12,N/A,N/A,N/A,,,,,,2,N/A
193,Disposed,FSM-TST-2022-03-09-000534,DSO Inprogress,Residential,Apartment,N/A,N/A,ddd,testing,,Main Road Abadpura,testing,Punjab,,Telephone,Testing DSO,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/03/2022 07:32:00,09/03/2022 16:16:00,,0,N/a,Counter,N/A,09/03/2022 16:09:49,09/03/2022 16:09:49,09/03/2022 16:09:54,N/A,09/03/2022 16:10:21,09/03/2022 16:10:13,N/A,N/A,N/A,,,,,,2,N/A
194,Disposed,FSM-TST-2022-03-09-000535,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,335,near ramamurthy nagar sig,testing,560043,Preet Nagar,testing,Punjab,,Counter,Testing DSO,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/03/2022 07:32:00,09/03/2022 16:56:00,,0,N/a,Counter,N/A,09/03/2022 16:53:43,09/03/2022 16:53:43,09/03/2022 16:53:57,N/A,09/03/2022 16:54:17,09/03/2022 16:54:10,N/A,N/A,09/03/2022 16:54:26,,,,,,2,N/A
195,Disposed,FSM-BLS-2022-03-05-000511,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Barabati,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,09/03/2022 19:31:00,09/03/2022 19:40:00,,0,N/a,Counter,N/A,05/03/2022 21:04:06,05/03/2022 21:04:06,05/03/2022 21:04:24,N/A,08/03/2022 21:19:23,08/03/2022 21:03:27,N/A,N/A,08/03/2022 21:19:30,,,,,,2,N/A
196,Disposed,FSM-BLS-2022-03-04-000505,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Sunhat(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/03/2022 19:29:00,09/03/2022 19:45:00,,0,N/a,Counter,N/A,04/03/2022 16:25:54,04/03/2022 16:25:58,04/03/2022 16:26:34,N/A,08/03/2022 21:13:38,05/03/2022 21:35:32,N/A,N/A,09/03/2022 19:42:53,,,,,,2,N/A
197,Disposed,FSM-BLS-2022-03-04-000507,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,09/03/2022 19:23:00,09/03/2022 19:45:00,,0,N/a,Counter,N/A,04/03/2022 16:33:10,04/03/2022 16:33:08,04/03/2022 16:33:42,N/A,05/03/2022 21:36:37,05/03/2022 21:36:33,N/A,N/A,09/03/2022 19:43:01,,,,,,2,N/A
198,Scheduled,FSM-BLS-2022-03-05-000514,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,0,0,N/A,N/A,,0,N/a,Counter,N/A,05/03/2022 21:08:41,05/03/2022 21:08:41,05/03/2022 21:08:58,N/A,09/03/2022 19:50:28,09/03/2022 19:50:24,N/A,N/A,09/03/2022 20:00:57,,,,,,2,N/A
199,Disposed,FSM-BLS-2022-03-05-000509,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,09/03/2022 19:30:00,09/03/2022 19:52:00,,0,N/a,Counter,N/A,05/03/2022 21:01:06,05/03/2022 21:01:07,05/03/2022 21:01:34,N/A,08/03/2022 21:18:54,08/03/2022 21:16:26,N/A,N/A,09/03/2022 19:49:57,,,,,,2,N/A
200,Disposed,FSM-BLS-2022-03-05-000510,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,09/03/2022 19:40:00,09/03/2022 19:59:00,,0,N/a,Counter,N/A,05/03/2022 21:02:20,05/03/2022 21:02:21,05/03/2022 21:02:58,N/A,08/03/2022 21:19:13,08/03/2022 21:03:52,N/A,N/A,09/03/2022 19:56:07,,,,,,2,N/A
201,Disposed,FSM-BLS-2022-03-05-000513,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Sunhat(P),Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,09/03/2022 19:31:00,09/03/2022 19:58:00,,0,N/a,Counter,N/A,05/03/2022 21:07:14,05/03/2022 21:07:14,05/03/2022 21:07:32,N/A,07/03/2022 18:16:31,07/03/2022 18:16:25,N/A,N/A,09/03/2022 19:56:17,,,,,,2,N/A
202,Disposed,FSM-BLS-2022-02-21-000456,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,21/02/2022 21:43:00,21/02/2022 22:05:00,,0,N/a,Counter,N/A,21/02/2022 21:33:26,21/02/2022 21:33:26,21/02/2022 21:33:41,N/A,21/02/2022 21:38:01,21/02/2022 21:37:56,N/A,N/A,21/02/2022 21:38:04,,,,,,2,N/A
203,Disposed,FSM-BLS-2022-02-19-000442,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,21/02/2022 21:43:00,21/02/2022 21:55:00,,0,N/a,Counter,N/A,19/02/2022 17:53:10,19/02/2022 17:53:10,19/02/2022 17:53:46,N/A,19/02/2022 17:57:54,19/02/2022 17:57:49,N/A,N/A,21/02/2022 21:21:56,,,,,,2,N/A
204,Disposed,FSM-BLS-2022-02-19-000441,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Padhunpada(P),Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,21/02/2022 21:47:00,21/02/2022 22:08:00,,0,N/a,Counter,N/A,19/02/2022 17:07:35,19/02/2022 17:07:35,19/02/2022 17:07:59,N/A,21/02/2022 21:21:16,19/02/2022 17:58:16,N/A,N/A,21/02/2022 21:21:39,,,,,,2,N/A
205,Disposed,FSM-BLS-2022-02-21-000450,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,22/02/2022 22:27:00,22/02/2022 22:44:00,,0,N/a,Counter,N/A,21/02/2022 21:25:57,21/02/2022 21:25:15,21/02/2022 21:25:28,N/A,21/02/2022 21:40:48,21/02/2022 21:40:41,N/A,N/A,22/02/2022 17:26:33,,,,,,2,N/A
206,Disposed,FSM-BLS-2022-02-21-000455,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,22/02/2022 22:10:00,22/02/2022 22:28:00,,0,N/a,Counter,N/A,21/02/2022 21:31:44,21/02/2022 21:31:02,21/02/2022 21:31:19,N/A,21/02/2022 21:39:06,21/02/2022 21:39:01,N/A,N/A,22/02/2022 17:25:51,,,,,,2,N/A
207,Disposed,FSM-BLS-2022-02-21-000458,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Bhaskarganj,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,22/02/2022 21:40:00,22/02/2022 21:55:00,,0,N/a,Counter,N/A,21/02/2022 21:37:12,21/02/2022 21:37:13,21/02/2022 21:37:26,N/A,21/02/2022 21:38:20,21/02/2022 21:38:15,N/A,N/A,22/02/2022 17:25:26,,,,,,2,N/A
208,Disposed,FSM-BLS-2022-02-21-000451,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,22/02/2022 22:34:00,22/02/2022 22:45:00,,0,N/a,Counter,N/A,21/02/2022 21:26:53,21/02/2022 21:26:10,21/02/2022 21:26:31,N/A,21/02/2022 21:40:26,21/02/2022 21:40:21,N/A,N/A,22/02/2022 17:32:38,,,,,,2,N/A
209,Disposed,FSM-BLS-2022-02-21-000454,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,22/02/2022 22:37:00,22/02/2022 22:48:00,,0,N/a,Counter,N/A,21/02/2022 21:30:39,21/02/2022 21:29:57,21/02/2022 21:30:14,N/A,21/02/2022 21:39:34,21/02/2022 21:39:29,N/A,N/A,22/02/2022 17:31:51,,,,,,2,N/A
210,Disposed,FSM-BLS-2022-02-21-000457,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,22/02/2022 22:44:00,22/02/2022 22:59:00,,0,N/a,Counter,N/A,21/02/2022 21:35:40,21/02/2022 21:35:40,21/02/2022 21:35:58,N/A,21/02/2022 21:38:38,21/02/2022 21:38:34,N/A,N/A,22/02/2022 17:31:40,,,,,,2,N/A
211,Disposed,FSM-BLS-2022-02-21-000452,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,22/02/2022 23:07:00,22/02/2022 23:22:00,,0,N/a,Counter,N/A,21/02/2022 21:28:32,21/02/2022 21:27:50,21/02/2022 21:28:02,N/A,21/02/2022 21:40:11,21/02/2022 21:40:05,N/A,N/A,22/02/2022 18:00:17,,,,,,2,N/A
212,Disposed,FSM-BLS-2022-02-21-000448,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,22/02/2022 21:30:00,22/02/2022 21:40:00,,0,N/a,Counter,N/A,21/02/2022 21:23:28,21/02/2022 21:22:46,21/02/2022 21:23:16,N/A,21/02/2022 21:41:23,21/02/2022 21:41:18,N/A,N/A,22/02/2022 17:59:34,,,,,,2,N/A
213,Disposed,FSM-BLS-2022-02-21-000453,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,22/02/2022 21:53:00,22/02/2022 22:08:00,,0,N/a,Counter,N/A,21/02/2022 21:29:28,21/02/2022 21:28:46,21/02/2022 21:29:02,N/A,21/02/2022 21:39:55,21/02/2022 21:39:50,N/A,N/A,22/02/2022 18:05:12,,,,,,2,N/A
214,Disposed,FSM-BLS-2022-01-28-000285,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,756001,Purunabalasore(P),Balasore,Punjab,,Counter,Balasore Municipality,,,No,OR 01C 2930,,3000,3000,3000,22/02/2022 22:13:00,22/02/2022 22:26:00,,0,N/a,Counter,N/A,28/01/2022 18:05:33,28/01/2022 18:05:30,28/01/2022 18:05:48,N/A,28/01/2022 18:06:25,28/01/2022 18:06:16,N/A,N/A,22/02/2022 18:11:44,,,,,,2,N/A
215,Disposed,FSM-BLS-2022-01-29-000286,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,456,Abdul Satar Road,Balasore,756003,Bhaskarganj,Balasore,Punjab,,Counter,Balasore Municipality,,,No,OR 01F 3861,,3000,3000,3000,22/02/2022 21:55:00,22/02/2022 22:13:00,,0,N/a,Counter,N/A,29/01/2022 23:08:18,29/01/2022 23:08:17,29/01/2022 23:08:40,N/A,29/01/2022 23:09:58,29/01/2022 23:09:50,N/A,N/A,22/02/2022 18:11:31,,,,,,2,N/A
216,Disposed,FSM-BLS-2022-02-19-000443,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Padhunpada(P),Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,22/02/2022 21:35:00,22/02/2022 21:55:00,,0,N/a,Counter,N/A,19/02/2022 17:56:40,19/02/2022 17:56:11,19/02/2022 17:56:34,N/A,19/02/2022 17:57:12,19/02/2022 17:56:51,N/A,N/A,22/02/2022 18:11:02,,,,,,2,N/A
217,Disposed,FSM-BLS-2022-02-28-000498,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,The cleaners,,,No,OD 01F 5550,TATA 407,3000,3000,3000,07/03/2022 15:40:00,07/03/2022 15:57:00,,0,N/a,Counter,N/A,28/02/2022 16:37:10,28/02/2022 16:37:10,28/02/2022 16:37:16,N/A,03/03/2022 21:40:19,03/03/2022 21:40:12,N/A,N/A,03/03/2022 21:40:23,,,,,,2,N/A
218,Disposed,FSM-BLS-2022-02-22-000462,Citizen feedback pending,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Bhaskarganj,Balasore,Punjab,,Telephone,Asha jyoti ALF,,,No,OD 01 AH 6253,Bolero Pickup,1000,1000,1000,22/02/2022 18:38:00,22/02/2022 18:43:00,,0,N/a,Counter,N/A,22/02/2022 18:31:59,22/02/2022 18:31:59,22/02/2022 18:32:22,N/A,22/02/2022 18:32:46,22/02/2022 18:32:41,N/A,N/A,22/02/2022 18:32:50,,,,,,2,N/A
